5/22/2012,1/1/1976,0,0,1976,0,Paul Hill
5/22/2012,1/1/1848,0,0,1848,0,Eugène Constant
5/22/2012,1/1/1978,0,0,1978,0,Dennis Morris
5/22/2012,1/1/1929,400,420,1929,665.48,Cecil Beaton
5/22/2012,1/1/1930,0,0,1930,0,Ergy Landau
5/22/2012,1/1/1977,800,840,1977,1330.95,Seydou Keita
5/22/2012,1/1/1867,7000,7350,1867,11645.84,Julia Margaret Cameron
5/22/2012,1/1/1870,400,420,1870,665.48,John Edward Saché
5/22/2012,1/1/1860,0,0,1860,0,Wilhelm Hammerschmidt.
5/22/2012,1/1/1930,0,0,1930,0,Paul Nadar
5/22/2012,1/1/1963,500,525,1963,831.85,Roberto Salas
5/22/2012,1/1/1974,1500,1575,1974,2495.54,Elliott Erwitt
5/22/2012,1/1/1961,250,262.5,1961,415.92,Osvaldo Salas
5/22/2012,1/1/1960,0,0,1960,0,Francesc Català-Roca
5/22/2012,1/1/1952,0,0,1952,0,Thurston Hopkins
5/22/2012,1/1/1965,1800,1890,1965,2994.64,Burt Glinn
5/22/2012,1/1/1929,3000,3150,1929,4991.07,Alexander Rodchenko
5/22/2012,1/1/1970,0,0,1970,0,Mario Giacomelli
5/22/2012,1/1/1949,180,189,1949,299.46,George Rodger
5/22/2012,1/1/1975,0,0,1975,0,Malick Sidibé
5/22/2012,1/1/1887,420,441,1887,698.75,Eadweard Muybridge
5/22/2012,1/1/1954,700,735,1954,1164.58,George Rodger
5/22/2012,1/1/1938,1700,1785,1938,2828.28,Max Dupain
5/22/2012,1/1/1979,2400,2520,1979,3992.86,Bill Brandt
5/22/2012,1/1/1971,1000,1050,1971,1663.69,Larry Clark
5/22/2012,1/1/1975,0,0,1975,0,David Hockney
5/22/2012,1/1/1970,600,630,1970,998.21,Raymond Moore
5/22/2012,1/1/1974,300,315,1974,499.11,Fay Godwin
5/22/2012,1/1/1950,1800,1890,1950,2994.64,Willy Ronis
5/22/2012,1/1/1964,650,682.5,1964,1081.4,Osvaldo Salas
11/23/2012,1/1/1995,420,436.8,1995,692.1,Julian Opie
11/23/2012,1/1/1958,800,832,1958,1318.28,Willy Ronis
11/23/2012,1/1/1954,2400,2496,1954,3954.83,Elliott Erwitt
11/23/2012,1/1/1938,700,728,1938,1153.49,Horst P Horst
11/23/2012,1/1/1949,1000,1040,1949,1647.85,Irving Penn
11/23/2012,1/1/1915,0,0,1915,0,André Kertész
11/23/2012,1/1/1949,320,332.8,1949,527.31,Bert Hardy
11/23/2012,1/1/1940,450,468,1940,741.53,Alfred Eisenstaedt
11/23/2012,1/1/1978,60,62.4,1978,98.87,Sirkka-Liisa Konttinen
11/23/2012,1/1/2007,0,0,2007,0,John Tunley
11/23/2012,1/1/1992,0,0,1992,0,Michel Comte
11/23/2012,1/1/1948,400,416,1948,659.14,Richard Sadler
11/23/2012,1/1/1939,3000,3120,1939,4943.54,Margaret Bourke-White
11/23/2012,1/1/1973,0,0,1973,0,Colin Jones
11/23/2012,1/1/1938,0,0,1938,0,Lisette Model
11/23/2012,1/1/1955,1800,1872,1955,2966.12,William Klein
11/23/2012,1/1/1984,3000,3120,1984,4943.54,Steve McCurry
11/23/2012,1/1/1973,190,197.6,1973,313.09,Ian Macdonald
11/23/2012,1/1/1958,0,0,1958,0,Inge Morath
11/23/2012,1/1/1960,800,832,1960,1318.28,Unknown
11/23/2012,1/1/1971,0,0,1971,0,Tony Ray-Jones
11/23/2012,1/1/1970,1600,1664,1970,2636.55,Chris Killip
11/23/2012,1/1/1979,3800,3952,1979,6261.82,Jeanloup Sieff
11/23/2012,1/1/1977,1700,1768,1977,2801.34,Terry O' Neill
11/23/2012,1/1/1880,400,416,1880,659.14,Frank Meadow Sutcliffe
11/23/2012,1/1/1962,600,624,1962,988.71,Bert Stern
11/23/2012,1/1/1957,0,0,1957,0,Bert Hardy
11/23/2012,1/1/1986,300,312,1986,494.35,Ferdinando Scianna
11/23/2012,1/1/1940,0,0,1940,0,Unknown
11/23/2012,1/1/2012,0,0,2012,0,Richard Learoyd
11/23/2012,1/1/1985,1500,1560,1985,2471.77,Sebastião Salgado
11/23/2012,1/1/1946,0,0,1946,0,Willy Ronis
11/23/2012,1/1/1995,1500,1560,1995,2471.77,Martine Franck
11/23/2012,1/1/1886,0,0,1886,0,Peter Henry Emerson
11/23/2012,1/1/1955,400,416,1955,659.14,Jacques Henri Lartigue
11/23/2012,1/1/1975,0,0,1975,0,Dorothy Bohm
11/23/2012,1/1/1936,1400,1456,1936,2306.99,Leni Riefenstahl
11/23/2012,1/1/1973,400,416,1973,659.14,Colin Jones
11/23/2012,1/1/1953,800,832,1953,1318.28,Edouard Boubat
11/23/2012,1/1/1935,850,884,1935,1400.67,Walker Evans
11/23/2012,1/1/1938,5500,5720,1938,9063.16,Man Ray
11/23/2012,1/1/1969,600,624,1969,988.71,Raymond Moore
11/23/2012,1/1/1928,0,0,1928,0,Walker Evans
11/23/2012,1/1/1963,3500,3640,1963,5767.46,Peter Hujar
11/23/2012,1/1/1933,3800,3952,1933,6261.82,Henri Cartier-Bresson
11/23/2012,1/1/1981,800,832,1981,1318.28,Sabine Weiss
11/23/2012,1/1/1886,2400,2496,1886,3954.83,Peter Henry Emerson
11/23/2012,1/1/1956,2000,2080,1956,3295.69,Elliott Erwitt
11/23/2012,1/1/1984,1400,1456,1984,2306.99,Helmut Newton
11/23/2012,1/1/1964,0,0,1964,0,Lucien Clergue
11/23/2012,1/1/1990,400,416,1990,659.14,Dany Gignoux
11/23/2012,1/1/1969,200,208,1969,329.57,Patrick Ward
11/23/2012,1/1/2001,1200,1248,2001,1977.42,Abelardo Morell
11/23/2012,1/1/1965,3000,3120,1965,4943.54,Henri Cartier-Bresson
11/23/2012,1/1/1936,0,0,1936,0,Leni Riefenstahl
11/23/2012,1/1/1957,1500,1560,1957,2471.77,Mario Giacomelli
11/23/2012,1/1/1991,1200,1248,1991,1977.42,Hiroshi Sugimoto
11/23/2012,1/1/1952,800,832,1952,1318.28,Herbert List
11/23/2012,1/1/1983,1600,1664,1983,2636.55,David Bailey
11/23/2012,1/1/1993,40,41.6,1993,65.91,Unknown
11/23/2012,1/1/1943,0,0,1943,0,Edmund Teske
11/23/2012,1/1/1885,0,0,1885,0,Peter Henry Emerson
11/23/2012,1/1/1989,500,520,1989,823.92,Marketa Luskacova
11/23/2012,1/1/1988,1500,1560,1988,2471.77,David Ross
11/23/2012,1/1/1939,1500,1560,1939,2471.77,Horst P Horst
11/23/2012,1/1/1957,0,0,1957,0,Roger Mayne
11/23/2012,1/1/1984,5300,5512,1984,8733.59,Chris Killip
11/23/2012,1/1/1948,0,0,1948,0,Richard Sadler
11/23/2012,1/1/1936,0,0,1936,0,Horst P Horst
11/23/2012,1/1/1957,0,0,1957,0,Kiichi Asano
11/23/2012,1/1/1940,0,0,1940,0,Marion Post Wolcott
11/23/2012,1/1/2003,0,0,2003,0,John Goodman
11/23/2012,1/1/2009,0,0,2009,0,John Comino-James
11/23/2012,1/1/1957,0,0,1957,0,Kiichi Asano
11/23/2012,1/1/1943,400,416,1943,659.14,Dr William MacQuitty
11/23/2012,1/1/1957,2400,2496,1957,3954.83,Jean-Philippe Charbonnier
11/23/2012,1/1/1971,0,0,1971,0,Edouard Boubat
11/23/2012,1/1/1992,400,416,1992,659.14,John Blakemore
11/23/2012,1/1/2000,1600,1664,2000,2636.55,Helmut Newton
11/23/2012,1/1/1948,0,0,1948,0,Richard Sadler
11/23/2012,1/1/1870,2000,2080,1870,3295.69,George William Mount
11/23/2012,1/1/1929,0,0,1929,0,Lee Miller
11/23/2012,1/1/1955,3800,3952,1955,6261.82,William Klein
11/23/2012,1/1/1957,0,0,1957,0,Carlo Bevilacqua
11/23/2012,1/1/1958,2000,2080,1958,3295.69,Inge Morath
11/23/2012,1/1/1970,0,0,1970,0,Terry O'Neill
11/23/2012,1/1/1975,600,624,1975,988.71,Raymond Moore
11/23/2012,1/1/1906,0,0,1906,0,Eugène Atget
11/23/2012,1/1/1944,0,0,1944,0,Dmitri Baltermants
11/23/2012,1/1/1955,0,0,1955,0,Mario Giacomelli
11/23/2012,1/1/1971,1400,1456,1971,2306.99,Cecil Beaton
11/23/2012,1/1/1936,850,884,1936,1400.67,Leni Riefenstahl
11/23/2012,1/1/2009,0,0,2009,0,John Comino-James
11/23/2012,1/1/1960,0,0,1960,0,Mario Giacomelli
11/23/2012,1/1/1948,2200,2288,1948,3625.26,Robert Doisneau
11/23/2012,1/1/1949,0,0,1949,0,Robert Doisneau
11/23/2012,1/1/1957,350,364,1957,576.75,Jimmy Forsyth
11/23/2012,1/1/1969,0,0,1969,0,Nico Koster
11/23/2012,1/1/1956,0,0,1956,0,William Klein
11/23/2012,1/1/1936,480,499.2,1936,790.97,Leni Riefenstahl
11/23/2012,1/1/1940,0,0,1940,0,Lee Miller
11/23/2012,1/1/1960,0,0,1960,0,Ernst Haas
11/23/2012,1/1/1969,2000,2080,1969,3295.69,Robert Doisneau
11/23/2012,1/1/1885,0,0,1885,0,Peter Henry Emerson
11/23/2012,1/1/1930,200,208,1930,329.57,Unknown
11/23/2012,1/1/1969,1500,1560,1969,2471.77,Robert Doisneau
11/23/2012,1/1/1982,1100,1144,1982,1812.63,Bob Carlos Clarke
11/23/2012,1/1/1983,0,0,1983,0,Andy Goldsworthy
11/23/2012,1/1/1945,500,520,1945,823.92,Lee Miller
11/23/2012,1/1/1955,0,0,1955,0,Mario Giacomelli
11/23/2012,1/1/1945,0,0,1945,0,Dmitri Baltermants
11/23/2012,1/1/1937,1000,1040,1937,1647.85,Cecil Beaton
11/23/2012,1/1/2000,0,0,2000,0,Helmut Newton
11/23/2012,1/1/1988,380,395.2,1988,626.18,David Hamilton
11/23/2012,1/1/1988,3200,3328,1988,5273.11,David Ross
11/23/2012,1/1/1854,200,208,1854,329.57,Edouard Baldus
11/23/2012,1/1/1964,800,832,1964,1318.28,Edouard Boubat
11/23/2012,1/1/1971,190,197.6,1971,313.09,Sirkka-Liisa Konttinen
11/23/2012,1/1/1965,900,936,1965,1483.06,Mario Giacomelli
11/23/2012,1/1/1961,0,0,1961,0,Lutz Dille
11/23/2012,1/1/1955,0,0,1955,0,Yoshiyuki Iwase
11/23/2012,1/1/2005,0,0,2005,0,Sebastião Salgado
11/23/2012,1/1/1945,0,0,1945,0,Dmitri Baltermants
11/23/2012,1/1/1983,1400,1456,1983,2306.99,Bob Carlos Clarke
11/23/2012,1/1/1990,0,0,1990,0,Bob Carlos Clarke
11/23/2012,1/1/2000,0,0,2000,0,Helmut Newton
11/23/2012,1/1/1954,2200,2288,1954,3625.26,Elliott Erwitt
11/23/2012,1/1/1930,800,832,1930,1318.28,Attributed to Sasha Stone
11/23/2012,1/1/1983,3800,3952,1983,6261.82,John Davies
11/23/2012,1/1/1972,150,156,1972,247.18,Patrick Ward
11/23/2012,1/1/1985,3200,3328,1985,5273.11,Sebastião Salgado
11/23/2012,1/1/1970,0,0,1970,0,French Army
11/23/2012,1/1/1978,2000,2080,1978,3295.69,Martine Franck
11/23/2012,1/1/1962,420,436.8,1962,692.1,Bert Stern
11/23/2012,1/1/1962,7000,7280,1962,11534.93,Jeanloup Sieff
11/23/2012,1/1/1953,2000,2080,1953,3295.69,Elliott Erwitt
11/23/2012,1/1/1969,5000,5200,1969,8239.23,Iain Macmillan
11/23/2012,1/1/1963,150,156,1963,247.18,Patrick Ward
11/23/2012,1/1/1949,0,0,1949,0,Ernst Haas
11/23/2012,1/1/1943,0,0,1943,0,Dmitri Baltermants
11/23/2012,1/1/2011,0,0,2011,0,Colin Wilson
11/23/2012,1/1/1854,0,0,1854,0,Auguste Salzmann
11/23/2012,1/1/1928,0,0,1928,0,Cecil Beaton
11/23/2012,1/1/1968,0,0,1968,0,Jim Marshall
11/23/2012,1/1/1874,6500,6760,1874,10711,Julia Margaret Cameron
11/23/2012,1/1/1954,850,884,1954,1400.67,George S. Zimbel
11/23/2012,1/1/1982,1300,1352,1982,2142.2,Bruce Weber
11/23/2012,1/1/1978,0,0,1978,0,Lee Friedlander
11/23/2012,1/1/1968,800,832,1968,1318.28,Richard Avedon
11/23/2012,1/1/1950,0,0,1950,0,Bill Brandt
11/23/2012,1/1/1957,700,728,1957,1153.49,Art Kane
11/23/2012,1/1/1936,400,416,1936,659.14,Leni Riefenstahl
11/23/2012,1/1/1949,0,0,1949,0,George Rodger
11/23/2012,1/1/1950,0,0,1950,0,Carlo Bevilacqua
11/23/2012,1/1/1960,0,0,1960,0,Osvaldo Salas
11/23/2012,1/1/1935,0,0,1935,0,Alexey Brodovitch
11/23/2012,1/1/1962,3000,3120,1962,4943.54,Leif-Erik Nygårds
11/23/2012,1/1/1946,950,988,1946,1565.45,Erwin Blumenfeld
11/23/2012,1/1/1961,2200,2288,1961,3625.26,Elliott Erwitt
11/23/2012,1/1/1936,600,624,1936,988.71,Leni Riefenstahl
11/23/2012,1/1/2005,0,0,2005,0,Simon Norfolk
11/23/2012,1/1/1939,7800,8112,1939,12853.2,Erwin Blumenfeld
11/23/2012,1/1/1938,0,0,1938,0,Margaret Bourke-White
11/23/2012,1/1/1972,0,0,1972,0,Denis Brihat
11/23/2012,1/1/1988,0,0,1988,0,David Shrigley
11/23/2012,1/1/1938,1300,1352,1938,2142.2,Brassaï
11/23/2012,1/1/1947,9000,9360,1947,14830.62,Edouard Boubat
11/23/2012,1/1/2010,900,936,2010,1483.06,Richard Freestone
11/23/2012,1/1/1977,500,520,1977,823.92,Fay Godwin
11/23/2012,1/1/1952,4000,4160,1952,6591.39,Bill Brandt
11/23/2012,1/1/1954,0,0,1954,0,Arnold Newman
11/23/2012,1/1/1957,600,624,1957,988.71,Richard Sadler
11/23/2012,1/1/1955,0,0,1955,0,Edouard Boubat
11/23/2012,1/1/1939,0,0,1939,0,Horst P Horst
11/23/2012,1/1/1951,0,0,1951,0,Ernst Haas
11/23/2012,1/1/1986,1400,1456,1986,2306.99,Elliott Erwitt
11/23/2012,1/1/1850,0,0,1850,0,Linnaeus Tripe
11/23/2012,1/1/1982,0,0,1982,0,Helmut Newton
11/23/2012,1/1/1980,300,312,1980,494.35,Fay Godwin
11/23/2012,1/1/1952,3200,3328,1952,5273.11,Elliott Erwitt
11/23/2012,1/1/1955,0,0,1955,0,Yoshiyuki Iwase
11/23/2012,1/1/1951,0,0,1951,0,Bert Hardy
11/23/2012,1/1/1929,800,832,1929,1318.28,Willy Ronis
11/23/2012,1/1/6000,1300,1352,6000,2142.2,Darren Almond
11/23/2012,1/1/1964,800,832,1964,1318.28,Harry Benson
11/23/2012,1/1/1958,1000,1040,1958,1647.85,Jean-Philippe Charbonnier
11/23/2012,1/1/2002,0,0,2002,0,Tim Davis
11/23/2012,1/1/1958,350,364,1958,576.75,Paul J. Hoeffler
11/23/2012,1/1/1973,0,0,1973,0,Colin Jones
11/23/2012,1/1/1931,0,0,1931,0,Lee Miller
11/23/2012,1/1/1959,800,832,1959,1318.28,Lucien Clergue
11/23/2012,1/1/2005,0,0,2005,0,Tomio Seike
11/23/2012,1/1/1988,1000,1040,1988,1647.85,David Ross
11/23/2012,1/1/1861,900,936,1861,1483.06,Francis Frith
11/23/2012,1/1/1989,400,416,1989,659.14,Fay Godwin
11/23/2012,1/1/1886,4500,4680,1886,7415.31,Peter Henry Emerson
11/23/2012,1/1/1994,420,436.8,1994,692.1,John Blakemore
11/23/2012,1/1/1874,6800,7072,1874,11205.36,Julia Margaret Cameron
11/23/2012,1/1/1963,300,312,1963,494.35,Norman Parkinson
11/23/2012,1/1/1957,550,572,1957,906.32,Richard Sadler
11/23/2012,1/1/1976,750,780,1976,1235.89,Bill Brandt
11/23/2012,1/1/1951,0,0,1951,0,Frances McLaughlin-Gill
11/23/2012,1/1/1970,0,0,1970,0,Homer Sykes
11/23/2012,1/1/1853,0,0,1853,0,Charles Nègre
11/23/2012,1/1/1975,0,0,1975,0,Jorge Lewinski
11/23/2012,1/1/1980,0,0,1980,0,John Blakemore
11/23/2012,1/1/1978,0,0,1978,0,William Eggleston
11/23/2012,1/1/1931,1300,1352,1931,2142.2,Jean Painlevé
11/23/2012,1/1/1954,3000,3120,1954,4943.54,Lillian Bassman
11/23/2012,1/1/1950,800,832,1950,1318.28,Adolphe Sylvain
11/23/2012,1/1/1994,1300,1352,1994,2142.2,John Blakemore
11/23/2012,1/1/1990,800,832,1990,1318.28,Willy Ronis
11/23/2012,1/1/1985,650,676,1985,1071.1,Tomio Seike
11/23/2012,1/1/2006,0,0,2006,0,Gabriel Orozco
11/23/2012,1/1/1930,350,364,1930,576.75,Unknown
11/23/2012,1/1/1908,550,572,1908,906.32,Edward Steichen
11/22/2013,1/1/1957,480,484.8,1957,758.37,Elio Ciol
11/22/2013,1/1/1957,2200,2222,1957,3475.88,William Klein
11/22/2013,1/1/1971,600,606,1971,947.97,Lucien Clergue
11/22/2013,1/1/1949,0,0,1949,0,Willy Ronis
11/22/2013,1/1/1981,1000,1010,1981,1579.95,Stephen Shore
11/22/2013,1/1/1970,0,0,1970,0,Mario Giacomelli
11/22/2013,1/1/1983,0,0,1983,0,Aaron Siskind
11/22/2013,1/1/1957,2800,2828,1957,4423.85,O. Winston Link
11/22/2013,1/1/1964,0,0,1964,0,Mario Giacomelli
11/22/2013,1/1/1957,1400,1414,1957,2211.92,Robert Doisneau
11/22/2013,1/1/1904,0,0,1904,0,Frederick H. Evans
11/22/2013,1/1/1970,1200,1212,1970,1895.94,Chris Killip
11/22/2013,1/1/2010,0,0,2010,0,Monique Jacot
11/22/2013,1/1/1903,0,0,1903,0,Frederick H. Evans
11/22/2013,1/1/1940,900,909,1940,1421.95,Bernard Silberstein
11/22/2013,1/1/1950,0,0,1950,0,Robert Doisneau
11/22/2013,1/1/1932,0,0,1932,0,Bill Brandt
11/22/2013,1/1/1950,0,0,1950,0,Lotte Jacobi
11/22/2013,1/1/1992,4000,4040,1992,6319.78,Patrick Demarchelier
11/22/2013,1/1/1975,850,858.5,1975,1342.95,Elliott Erwitt
11/22/2013,1/1/1989,2200,2222,1989,3475.88,Elliott Erwitt
11/22/2013,1/1/1890,1700,1717,1890,2685.91,Guglielmo von Plüschow
11/22/2013,1/1/1978,0,0,1978,0,Elliott Erwitt
11/22/2013,1/1/1965,0,0,1965,0,NASA / James McDivitt
11/22/2013,1/1/1906,0,0,1906,0,Hans Watzek
11/22/2013,1/1/1954,0,0,1954,0,Elliott Erwitt
11/22/2013,1/1/1989,0,0,1989,0,Robert Rauschenberg
11/22/2013,1/1/1969,260,262.6,1969,410.79,NASA/ Richard Gordon
11/22/2013,1/1/1951,0,0,1951,0,Angus McBean
11/22/2013,1/1/1989,1000,1010,1989,1579.95,David Bailey
11/22/2013,1/1/1991,12000,12120,1991,18959.35,Nobuyoshi Araki
11/22/2013,1/1/1887,1100,1111,1887,1737.94,Eadweard Muybridge
11/22/2013,1/1/1974,1400,1414,1974,2211.92,Aaron Siskind
11/22/2013,1/1/1969,650,656.5,1969,1026.96,NASA / Buzz Aldrin
11/22/2013,1/1/1975,800,808,1975,1263.96,Martin Parr
11/22/2013,1/1/1981,1450,1464.5,1981,2290.92,John Blakemore
11/22/2013,1/1/1992,3000,3030,1992,4739.84,Patrick Demarchelier
11/22/2013,1/1/1976,1200,1212,1976,1895.94,Aaron Siskind
11/22/2013,1/1/1964,0,0,1964,0,Nat Finkelstein
11/22/2013,1/1/1975,2600,2626,1975,4107.86,Elliott Erwitt
11/22/2013,1/1/1932,5500,5555,1932,8689.7,Brassaï
11/22/2013,1/1/1957,0,0,1957,0,Elliott Erwitt
11/22/2013,1/1/1979,0,0,1979,0,Mario Giacomelli
11/22/2013,1/1/1880,1000,1010,1880,1579.95,Philip Adolphe Klier
11/22/2013,1/1/1989,0,0,1989,0,Albert Watson
11/22/2013,1/1/1981,1950,1969.5,1981,3080.89,Willy Ronis
11/22/2013,1/1/1964,1600,1616,1964,2527.91,Robert Whitaker
11/22/2013,1/1/1888,0,0,1888,0,Peter Henry Emerson
11/22/2013,1/1/1971,0,0,1971,0,Jerry Uelsmann
11/22/2013,1/1/1887,0,0,1887,0,Eadweard Muybridge
11/22/2013,1/1/1905,3000,3030,1905,4739.84,Charles Jones
11/22/2013,1/1/1959,600,606,1959,947.97,Paul Caponigro
11/22/2013,1/1/1970,0,0,1970,0,Antonio Galvez
11/22/2013,1/1/1945,600,606,1945,947.97,Ruth Bernhard
11/22/2013,1/1/2000,0,0,2000,0,Helmut Newton
11/22/2013,1/1/1886,0,0,1886,0,Peter Henry Emerson
11/22/2013,1/1/1940,420,424.2,1940,663.58,Stephen Glass
11/22/2013,1/1/1969,2000,2020,1969,3159.89,David Bailey
11/22/2013,1/1/1887,1000,1010,1887,1579.95,Eadweard Muybridge
11/22/2013,1/1/1960,0,0,1960,0,Peter Johns
11/22/2013,1/1/1910,150,151.5,1910,236.99,Frank Eugene
11/22/2013,1/1/1973,800,808,1973,1263.96,Raymond Moore
11/22/2013,1/1/1887,400,404,1887,631.98,Eadweard Muybridge
11/22/2013,1/1/1975,0,0,1975,0,Patrick Demarchelier
11/22/2013,1/1/1905,50,50.5,1905,79,Alfred Stieglitz
11/22/2013,1/1/1887,0,0,1887,0,Eadweard Muybridge
11/22/2013,1/1/1887,600,606,1887,947.97,Eadweard Muybridge
11/22/2013,1/1/1954,2200,2222,1954,3475.88,Elliott Erwitt
11/22/2013,1/1/1975,0,0,1975,0,Fay Godwin
11/22/2013,1/1/1967,1000,1010,1967,1579.95,Tony Ray-Jones
11/22/2013,1/1/1959,1800,1818,1959,2843.9,Willy Ronis
11/22/2013,1/1/1905,0,0,1905,0,Clarence H. White
11/22/2013,1/1/1860,0,0,1860,0,George Kendall Warren
11/22/2013,1/1/1979,500,505,1979,789.97,George Rodger
11/22/2013,1/1/1903,0,0,1903,0,Clarence H. White
11/22/2013,1/1/1954,900,909,1954,1421.95,Sabine Weiss
11/22/2013,1/1/1886,0,0,1886,0,Peter Henry Emerson
11/22/2013,1/1/1980,0,0,1980,0,Lucien Clergue
11/22/2013,1/1/1900,500,505,1900,789.97,Baron Wilhelm von Gloeden
11/22/2013,1/1/1955,0,0,1955,0,Elliott Erwitt
11/22/2013,1/1/1965,400,404,1965,631.98,Charles Harbutt
11/22/2013,1/1/1932,10000,10100,1932,15799.46,Brassaï
11/22/2013,1/1/1906,0,0,1906,0,Edward Steichen
11/22/2013,1/1/1954,0,0,1954,0,William A. Garnett
11/22/2013,1/1/1953,0,0,1953,0,Thurston Hopkins
11/22/2013,1/1/1941,0,0,1941,0,Horst P Horst
11/22/2013,1/1/2006,700,707,2006,1105.96,Peter Suschitzky
11/22/2013,1/1/1976,0,0,1976,0,Jean-Philippe Charbonnier
11/22/2013,1/1/1900,0,0,1900,0,Baron Wilhelm von Gloeden
11/22/2013,1/1/1903,0,0,1903,0,Clarence H. White
11/22/2013,1/1/1998,1500,1515,1998,2369.92,Bob Carlos-Clarke
11/22/2013,1/1/1967,2000,2020,1967,3159.89,Marc Riboud
11/22/2013,1/1/1991,0,0,1991,0,Martin Parr
11/22/2013,1/1/1967,1000,1010,1967,1579.95,Tony Ray-Jones
11/22/2013,1/1/1977,0,0,1977,0,Francesca Woodman
11/22/2013,1/1/1857,0,0,1857,0,Linnaeus Tripe
11/22/2013,1/1/1974,1200,1212,1974,1895.94,Aaron Siskind
11/22/2013,1/1/1950,1100,1111,1950,1737.94,Bert Hardy
11/22/2013,1/1/1962,0,0,1962,0,Jean-Loup Sieff
11/22/2013,1/1/1977,2400,2424,1977,3791.87,Martin Parr
11/22/2013,1/1/1951,800,808,1951,1263.96,Herman Leonard
11/22/2013,1/1/1860,0,0,1860,0,Giorgio Sommer
11/22/2013,1/1/1940,500,505,1940,789.97,Norman Parkinson
11/22/2013,1/1/1864,650,656.5,1864,1026.96,Julia Margaret Cameron
11/22/2013,1/1/1987,0,0,1987,0,Robert Doisneau
11/22/2013,1/1/1954,0,0,1954,0,William A. Garnett
11/22/2013,1/1/1888,0,0,1888,0,Peter Henry Emerson
11/22/2013,1/1/2000,2000,2020,2000,3159.89,Helmut Newton
11/22/2013,1/1/1969,0,0,1969,0,Cecil Beaton
11/22/2013,1/1/1932,2600,2626,1932,4107.86,Brassaï
11/22/2013,1/1/1969,550,555.5,1969,868.97,NASA / Michael Collins
11/22/2013,1/1/1965,0,0,1965,0,NASA / Thomas Stafford
11/22/2013,1/1/1955,800,808,1955,1263.96,William Klein
11/22/2013,1/1/1906,0,0,1906,0,Edward Steichen
11/22/2013,1/1/1956,0,0,1956,0,William A. Garnett
11/22/2013,1/1/1973,0,0,1973,0,Albert Watson
11/22/2013,1/1/1956,1200,1212,1956,1895.94,René Burri
11/22/2013,1/1/1909,0,0,1909,0,Herbert French
11/22/2013,1/1/1963,400,404,1963,631.98,Zoë Dominic
11/22/2013,1/1/1921,1900,1919,1921,3001.9,André Kertész
11/22/2013,1/1/1926,0,0,1926,0,Berenice Abbott
11/22/2013,1/1/1950,0,0,1950,0,Lotte Jacobi
11/22/2013,1/1/1910,0,0,1910,0,Frank Eugene
11/22/2013,1/1/1959,8500,8585,1959,13429.54,Norman Parkinson
11/22/2013,1/1/1887,950,959.5,1887,1500.95,Eadweard Muybridge
11/22/2013,1/1/1986,400,404,1986,631.98,Albert Watson
11/22/2013,1/1/1956,0,0,1956,0,Edouard Boubat
11/22/2013,1/1/1965,0,0,1965,0,Lucien Clergue
11/22/2013,1/1/1949,4800,4848,1949,7583.74,Robert Doisneau
11/22/2013,1/1/1981,0,0,1981,0,Martin Parr
11/22/2013,1/1/1944,1100,1111,1944,1737.94,Aaron Siskind
11/22/2013,1/1/2013,600,606,2013,947.97,John Blakemore
11/22/2013,1/1/1969,0,0,1969,0,NASA
11/22/2013,1/1/1974,800,808,1974,1263.96,Ian Berry
11/22/2013,1/1/2010,1500,1515,2010,2369.92,Lucien Clergue
11/22/2013,1/1/1888,0,0,1888,0,Peter Henry Emerson
11/22/2013,1/1/1978,700,707,1978,1105.96,Martin Parr
11/22/2013,1/1/1998,0,0,1998,0,Bettina Von Zehl
11/22/2013,1/1/1901,800,808,1901,1263.96,Edward Steichen
11/22/2013,1/1/1941,4000,4040,1941,6319.78,Tony Ray-Jones
11/22/2013,1/1/1857,0,0,1857,0,Roger Fenton
11/22/2013,1/1/1870,480,484.8,1870,758.37,Unknown
11/22/2013,1/1/1953,0,0,1953,0,Edouard Boubat
11/22/2013,1/1/1953,0,0,1953,0,Elliott Erwitt
11/22/2013,1/1/1934,1500,1515,1934,2369.92,Robert Doisneau
11/22/2013,1/1/1966,400,404,1966,631.98,Terry Fincher
11/22/2013,1/1/1886,0,0,1886,0,Peter Henry Emerson
11/22/2013,1/1/1981,800,808,1981,1263.96,Martin Parr
11/22/2013,1/1/1951,0,0,1951,0,Ruth Orkin
11/22/2013,1/1/1961,0,0,1961,0,Liborio Noval
11/22/2013,1/1/1968,700,707,1968,1105.96,NASA / William Anders
11/22/2013,1/1/1977,800,808,1977,1263.96,John Blakemore
11/22/2013,1/1/1939,0,0,1939,0,Manuel Álvarez Bravo
11/22/2013,1/1/1971,440,444.4,1971,695.18,NASA / David Scott
11/22/2013,1/1/1961,0,0,1961,0,Albert Renger-Patzsch
11/22/2013,1/1/1970,1500,1515,1970,2369.92,Antonio Galvez
11/22/2013,1/1/1972,460,464.6,1972,726.78,NASA / Charles Duke
11/22/2013,1/1/1987,0,0,1987,0,Robert Rauschenberg
11/22/2013,1/1/1957,1200,1212,1957,1895.94,Mario Giacomelli
11/22/2013,1/1/1985,0,0,1985,0,Olivia Heussler
11/22/2013,1/1/1913,160,161.6,1913,252.79,Lewis W. Hine
11/22/2013,1/1/1991,0,0,1991,0,John Swannell
11/22/2013,1/1/1852,0,0,1852,0,Édouard Denis Baldus
